chr	start	end	peaknb	peakscore	Gene_Symbol	distance	score
chr3	4984042	4984216	peak2611	3.14310	BHLHE40	4718	0.502218497501
chr3	4984042	4984216	peak2611	3.14310	BHLHE40-AS1	4168	0.513389737516
chr3	4994463	4994637	peak2612	6.97507	BHLHE40-AS1	88049	0.0179178115898
chr3	4994463	4994637	peak2612	6.97507	BHLHE40	15139	0.331025456072
chr3	4994463	4994637	peak2612	6.97507	BHLHE40-AS1	14589	0.338388714971
chr3	5139671	5139848	peak2613	6.12492	ARL8B	17515	0.301013549589
chr3	5139671	5139848	peak2613	6.12492	EDEM1	-47914	0.0892280345587
chr3	8629560	8629739	peak2614	8.72193	SSUH2	-22429	0.247298294738
chr3	8629560	8629739	peak2614	8.72193	SSUH2	-15149	0.330893072368
chr3	8629560	8629739	peak2614	8.72193	LINC00312	57868	0.0599214944098
chr3	9041785	9041959	peak2615	6.03723	RAD18	78397	0.026360726738
chr3	9977040	9977288	peak2616	9.15648	IL17RC	60091	0.0548232996114
chr3	9977040	9977288	peak2616	9.15648	PRRT3	24770	0.225192429515
chr3	9977040	9977288	peak2616	9.15648	IL17RC	60067	0.0548759552496
chr3	9977040	9977288	peak2616	9.15648	CIDEC	96910	0.0125705311739
chr3	9977040	9977288	peak2616	9.15648	FANCD2	-49264	0.084537504741
chr3	9977040	9977288	peak2616	9.15648	CRELD1	43325	0.10720632824
chr3	9977040	9977288	peak2616	9.15648	IL17RE	74337	0.0310089315958
chr3	9977040	9977288	peak2616	9.15648	CIDEC	98108	0.0119823565336
chr3	9977040	9977288	peak2616	9.15648	PRRT3-AS1	29761	0.184438353261
chr3	9977040	9977288	peak2616	9.15648	LOC401052	-33931	0.1561028803
chr3	9977040	9977288	peak2616	9.15648	JAGN1	86578	0.0190037300626
chr3	9977040	9977288	peak2616	9.15648	CRELD1	43324	0.107210616579
chr3	9977040	9977288	peak2616	9.15648	IL17RE	74553	0.0307421685029
chr3	9977040	9977288	peak2616	9.15648	CIDEC	98352	0.0118659775869
chr3	9977040	9977288	peak2616	9.15648	EMC3-AS1	-9728	0.411017288867
chr3	9977040	9977288	peak2616	9.15648	EMC3	-9674	0.411906045723
chr3	9977040	9977288	peak2616	9.15648	CIDECP	-48972	0.0855306917172
chr3	10018064	10018258	peak2617	7.48290	FANCD2OS	-90070	0.0165263368149
chr3	10018064	10018258	peak2617	7.48290	PRRT3	65767	0.0436880792559
chr3	10018064	10018258	peak2617	7.48290	FANCD2	-8267	0.435752873599
chr3	10018064	10018258	peak2617	7.48290	CRELD1	84322	0.0207983837421
chr3	10018064	10018258	peak2617	7.48290	PRRT3-AS1	70758	0.0357816531064
chr3	10018064	10018258	peak2617	7.48290	CRELD1	84321	0.0207992156941
chr3	10018064	10018258	peak2617	7.48290	LOC401052	7066	0.457197415484
chr3	10018064	10018258	peak2617	7.48290	EMC3-AS1	31269	0.173641925427
chr3	10018064	10018258	peak2617	7.48290	EMC3	31323	0.173267263648
chr3	10018064	10018258	peak2617	7.48290	BRK1	-97487	0.01228372578
chr3	10018064	10018258	peak2617	7.48290	CIDECP	-7975	0.44087230645
chr3	10173951	10174169	peak2618	5.16406	VHL	32426	0.165788897787
chr3	10173951	10174169	peak2618	5.16406	FANCD2OS	65829	0.0435798670579
chr3	10173951	10174169	peak2618	5.16406	TATDN2	-74432	0.0308913212569
chr3	10173951	10174169	peak2618	5.16406	IRAK2	9182	0.420092648653
chr3	10173951	10174169	peak2618	5.16406	BRK1	58412	0.0586316866925
chr3	10192175	10192370	peak2619	3.77595	GHRLOS	-88679	0.017471924511
chr3	10192175	10192370	peak2619	3.77595	TATDN2	-56220	0.0640046206866
chr3	10192175	10192370	peak2619	3.77595	FANCD2OS	84041	0.0210334763206
chr3	10192175	10192370	peak2619	3.77595	VHL	50638	0.0800166932861
chr3	10192175	10192370	peak2619	3.77595	LINC00852	-92146	0.0152094246578
chr3	10192175	10192370	peak2619	3.77595	IRAK2	27394	0.202754376606
chr3	10192175	10192370	peak2619	3.77595	BRK1	76624	0.0282981173862
chr1	115829244	115829526	peak262	4.70980	CASQ2	60580	0.0537613753472
chr1	115829244	115829526	peak262	4.70980	NHLH2	-11741	0.379219532565
chr1	115829244	115829526	peak262	4.70980	LOC101928995	-89990	0.0165793057979
chr1	115829244	115829526	peak262	4.70980	NHLH2	-11327	0.38555169361
chr3	10552055	10552270	peak2620	5.60677	ATP2B2	46578	0.0941260911845
chr3	10552055	10552270	peak2620	5.60677	ATP2B2-IT2	-74645	0.030629245229
chr3	11096672	11097030	peak2621	4.70980	SLC6A1-AS1	77627	0.0271852699045
chr3	11096672	11097030	peak2621	4.70980	HRH1	-40241	0.121281619958
chr3	11096672	11097030	peak2621	4.70980	HRH1	-57676	0.0603834631763
chr3	11289188	11289415	peak2622	10.63557	HRH1	63319	0.0481824708203
chr3	11289188	11289415	peak2622	10.63557	HRH1	36603	0.14027927808
chr3	11289188	11289415	peak2622	10.63557	ATG7	16978	0.307549262904
chr3	12187845	12188099	peak2623	5.10360	PPARG	-99877	0.0111637874764
chr3	12187845	12188099	peak2623	5.10360	TIMP4	28621	0.193043447275
chr3	12227931	12228105	peak2624	6.40493	PPARG	-59831	0.0553964370763
chr3	12227931	12228105	peak2624	6.40493	PPARG	-60918	0.0530394130151
chr3	12227931	12228105	peak2624	6.40493	TIMP4	68667	0.0389031521308
chr3	12405821	12406001	peak2625	5.53191	TSEN2	-78520	0.026231350489
chr3	12405821	12406001	peak2625	5.53191	TSEN2	-78599	0.0261485902515
chr3	12405821	12406001	peak2625	5.53191	PPARG	54410	0.0688104263321
chr3	13012443	13012692	peak2626	5.60677	IQSEC1	-60550	0.0538259277213
chr3	13012443	13012692	peak2626	5.60677	IQSEC1	44869	0.100785578905
chr3	13414186	13414494	peak2628	4.02292	HDAC11	-66003	0.0432776042778
chr3	13414186	13414494	peak2628	4.02292	NUP210	-5979	0.477514859583
chr3	13414186	13414494	peak2628	4.02292	HDAC11-AS1	-65713	0.043782547496
chr3	13414186	13414494	peak2628	4.02292	HDAC11	-65874	0.0435014938543
chr3	13647721	13647919	peak2629	10.29519	LINC00620	-2900	0.540100524644
chr3	13647721	13647919	peak2629	10.29519	FBLN2	79081	0.0256492743042
chr3	13647721	13647919	peak2629	10.29519	FBLN2	98696	0.0117038199384
chr1	116377974	116378207	peak263	9.58756	ATP1A1	4918	0.498216777742
chr1	116377974	116378207	peak263	9.58756	ATP1A1-AS1	-40485	0.120103669099
chr1	116377974	116378207	peak263	9.58756	ATP1A1-AS1	-40493	0.120065242073
chr1	116377974	116378207	peak263	9.58756	ATP1A1	-5279	0.491074220842
chr1	116377974	116378207	peak263	9.58756	ATP1A1-AS1	-40532	0.119878086315
chr1	116377974	116378207	peak263	9.58756	ATP1A1-AS1	-40469	0.120180560049
chr1	116377974	116378207	peak263	9.58756	ATP1A1	4224	0.512241031535
chr3	14144590	14144767	peak2630	8.72193	CHCHD4	19807	0.274643880645
chr3	14144590	14144767	peak2630	8.72193	XPC	-33994	0.155709996283
chr3	14144590	14144767	peak2630	8.72193	LSM3	-34049	0.155367810833
chr3	14144590	14144767	peak2630	8.72193	TMEM43	19739	0.275391928884
chr3	14432335	14432552	peak2631	9.80074	SLC6A6	29868	0.18365064401
chr3	14432335	14432552	peak2631	9.80074	LINC01267	79875	0.0248474536625
chr3	15269562	15269813	peak2632	10.95609	CAPN7	63462	0.0479076538131
chr3	15269562	15269813	peak2632	10.95609	COL6A4P1	63728	0.0474006185874
chr3	15269562	15269813	peak2632	10.95609	SH3BP5-AS1	15504	0.326227594032
chr3	15269562	15269813	peak2632	10.95609	SH3BP5	-62942	0.0489145686241
chr3	15269562	15269813	peak2632	10.95609	SH3BP5	-71707	0.034448838418
chr3	15300790	15301041	peak2633	13.31590	CAPN7	94690	0.0137378566199
chr3	15300790	15301041	peak2633	13.31590	COL6A4P1	94956	0.0135924607034
chr3	15300790	15301041	peak2633	13.31590	SH3BP5-AS1	46732	0.093548056637
chr3	15300790	15301041	peak2633	13.31590	SH3BP5	-40479	0.120132497438
chr3	15300790	15301041	peak2633	13.31590	SH3BP5	-31714	0.170578445015
chr3	15769001	15769321	peak2634	12.82798	ANKRD28	12610	0.366264327486
chr3	15769001	15769321	peak2634	12.82798	MIR3134	71790	0.034334657919
chr3	15769001	15769321	peak2634	12.82798	ANKRD28	-29023	0.189964132682
chr3	15769001	15769321	peak2634	12.82798	ANKRD28	-90385	0.0163194113392
chr3	15805908	15806091	peak2635	5.02302	ANKRD28	49448	0.0839175927804
chr3	15805908	15806091	peak2635	5.02302	ANKRD28	7815	0.443702937569
chr3	15805908	15806091	peak2635	5.02302	MIR563	-67771	0.0403227279507
chr3	15805908	15806091	peak2635	5.02302	ANKRD28	-53547	0.0712272364003
chr3	16124667	16124841	peak2636	6.37432	GALNT15	-49922	0.0823415037595
chr3	16181490	16181711	peak2637	10.15474	GALNT15	6924	0.45980168593
chr3	16181490	16181711	peak2637	10.15474	DPH3	-83389	0.0215892451071
chr3	16181490	16181711	peak2637	10.15474	OXNAD1	-83559	0.0214429362542
chr3	16240274	16240473	peak2638	3.84983	GALNT15	65697	0.043810577295
chr3	16240274	16240473	peak2638	3.84983	DPH3	-24616	0.226583896198
chr3	16240274	16240473	peak2638	3.84983	OXNAD1	-24786	0.22504835247
chr1	116497769	116497988	peak264	7.59305	LOC101929023	19052	0.2830646393
chr1	116497769	116497988	peak264	7.59305	ATP1A1-AS1	79303	0.0254225170407
chr1	116497769	116497988	peak264	7.59305	CD58	-73215	0.032432314244
chr1	116497769	116497988	peak264	7.59305	ATP1A1-AS1	79295	0.0254306535479
chr1	116497769	116497988	peak264	7.59305	MIR548AC	-62233	0.0503216438097
chr1	116497769	116497988	peak264	7.59305	ATP1A1-AS1	79256	0.0254703563276
chr1	116497769	116497988	peak264	7.59305	ATP1A1-AS1	79319	0.0254062518352
chr3	20054712	20054926	peak2644	6.60707	PP2D1	42546	0.110599468004
chr3	20054712	20054926	peak2644	6.60707	KAT2B	14788	0.335705832837
chr3	20054712	20054926	peak2644	6.60707	MIR3135A	-82745	0.0221526090358
chr1	117003588	117003857	peak265	5.29014	CD101	1973	0.560503383452
chr1	117003588	117003857	peak265	5.29014	LOC101929099	-55768	0.0651723486803
chr1	117003588	117003857	peak265	5.29014	PTGFRN	93800	0.0142357339506
chr1	117003588	117003857	peak265	5.29014	TTF2	-56604	0.0630290214957
chr1	117003588	117003857	peak265	5.29014	MIR942	-90920	0.0159738862414
chr3	25582214	25582438	peak2650	7.03039	TOP2B	-82046	0.0227807362834
chr3	25582214	25582438	peak2650	7.03039	MIR4442	-82613	0.0222698841454
chr3	27521536	27521791	peak2651	7.94356	SLC4A7	37243	0.136733705524
chr3	27521536	27521791	peak2651	7.94356	SLC4A7	64909	0.0452134802947
chr3	27533886	27534283	peak2652	8.94172	SLC4A7	49664	0.0831956679849
chr3	27533886	27534283	peak2652	8.94172	SLC4A7	77330	0.0275101569187
chr3	27758211	27758385	peak2653	8.72193	EOMES	35583	0.146121034103
chr3	28188739	28188918	peak2658	8.05058	CMC1	-52804	0.0733758805665
chr3	28241304	28241506	peak2659	6.36606	CMC1	-227	0.601048288952
chr1	117077369	117077652	peak266	6.86792	CD101	75761	0.0292920245404
chr1	117077369	117077652	peak266	6.86792	LOC101929099	18020	0.294994077239
chr1	117077369	117077652	peak266	6.86792	TTF2	17184	0.305025469288
chr1	117077369	117077652	peak266	6.86792	TRIM45	-44279	0.103192407436
chr1	117077369	117077652	peak266	6.86792	MIR942	-17132	0.305660582553
chr3	30578609	30578783	peak2661	6.14631	TGFBR2	-27805	0.199448344698
chr3	31077185	31077375	peak2662	4.86629	MIR466	-84507	0.0206450437601
chr3	31232844	31233018	peak2663	2.89491	MIR466	71144	0.0352334275747
chr3	32313930	32314104	peak2664	4.42430	CMTM7	-77653	0.0271570119205
chr3	32313930	32314104	peak2664	4.42430	CMTM8	75339	0.0297906706477
chr3	33664232	33664525	peak2665	9.33182	CLASP2	-53835	0.0704114068376
chr3	33664232	33664525	peak2665	9.33182	CLASP2	4937	0.49783827684
chr3	33791786	33791966	peak2666	7.07239	PDCD6IP	-6694	0.464051380059
chr3	33791786	33791966	peak2666	7.07239	CLASP2	73663	0.031856303642
chr3	36679485	36679659	peak2669	3.77595	DCLK3	-60289	0.0543908139822
chr3	37054547	37054739	peak2670	8.42995	MLH1	60867	0.0531477238572
chr3	37054547	37054739	peak2670	8.42995	MLH1	61294	0.0522476690822
chr3	37054547	37054739	peak2670	8.42995	EPM2AIP1	61339	0.0521537078683
chr3	37772659	37772910	peak2671	5.68593	ITGA9-AS1	-88996	0.0172517791792
chr3	37772659	37772910	peak2671	5.68593	CTDSPL	-89393	0.0169799846857
chr3	38327622	38327856	peak2672	7.03039	SLC22A14	21786	0.253741308863
chr3	38327622	38327856	peak2672	7.03039	SLC22A13	61933	0.0509291412299
chr3	38327622	38327856	peak2672	7.03039	XYLB	-19020	0.283427194024
chr3	38404393	38404608	peak2673	11.23335	EXOG	-91771	0.0154392856754
chr3	38404393	38404608	peak2673	11.23335	SLC22A14	98547	0.0117737829881
chr3	38404393	38404608	peak2673	11.23335	XYLB	57741	0.0602266700914
chr3	38404393	38404608	peak2673	11.23335	ACVR2B	-49798	0.0827509321612
chr3	38404393	38404608	peak2673	11.23335	ACVR2B-AS1	-50320	0.0810410064454
chr3	39152622	39152944	peak2674	4.78451	GORASP1	44420	0.102612040431
chr3	39152622	39152944	peak2674	4.78451	XIRP1	-39803	0.123425196843
chr3	39152622	39152944	peak2674	4.78451	CSRNP1	-828	0.586771384054
chr3	39152622	39152944	peak2674	4.78451	GORASP1	44883	0.100729154781
chr3	39152622	39152944	peak2674	4.78451	XIRP1	-39813	0.123375836637
chr3	39152622	39152944	peak2674	4.78451	MIR6822	14578	0.338537638767
chr3	39152622	39152944	peak2674	4.78451	TTC21A	45123	0.0997667816769
chr3	39260961	39261135	peak2675	3.36359	CX3CR1	-18988	0.283790213115
chr3	39260961	39261135	peak2675	3.36359	CX3CR1	-20225	0.270090011396
chr3	39260961	39261135	peak2675	3.36359	XIRP1	68462	0.0392234694846
chr3	39260961	39261135	peak2675	3.36359	CX3CR1	-19391	0.279252189617
chr3	39260961	39261135	peak2675	3.36359	CX3CR1	-20687	0.265144584472
chr3	39260961	39261135	peak2675	3.36359	XIRP1	68452	0.0392391620107
chr3	39260961	39261135	peak2675	3.36359	CCR8	-68657	0.0389187165043
chr3	40623645	40623875	peak2677	7.37889	ZNF621	98883	0.0116166019672
chr3	42652827	42653026	peak2679	7.81143	HHATL	-49901	0.0824106996809
chr3	42652827	42653026	peak2679	7.81143	ZBTB47	-757	0.588440183358
chr3	42652827	42653026	peak2679	7.81143	SEC22C	51846	0.0762422124892
chr3	42652827	42653026	peak2679	7.81143	SEC22C	70898	0.0355818358595
chr3	42652827	42653026	peak2679	7.81143	SS18L2	62121	0.0505475905166
chr3	42652827	42653026	peak2679	7.81143	LOC101928323	-1462	0.572077961821
chr3	42652827	42653026	peak2679	7.81143	NKTR	52272	0.0749540514893
chr3	42652827	42653026	peak2679	7.81143	HHATL	-48595	0.0868302687314
chr3	42652827	42653026	peak2679	7.81143	CCDC13-AS1	-79648	0.0250740959405
chr3	42652827	42653026	peak2679	7.81143	KLHL40	-32592	0.164691706213
chr3	43179124	43179367	peak2680	20.26377	POMGNT2	73162	0.0325011436836
chr3	43236129	43236325	peak2681	6.03723	SNRK	-50284	0.0811577895583
chr3	43389816	43390081	peak2682	7.07239	SNRK-AS1	37986	0.132729772945
chr3	44885668	44885868	peak2684	6.14631	EXOSC7	-90480	0.0162575152531
chr3	44885668	44885868	peak2684	6.14631	MIR564	23881	0.233344354535
chr3	44885668	44885868	peak2684	6.14631	ZDHHC3	-90414	0.0163004917975
chr3	44885668	44885868	peak2684	6.14631	TMEM42	23860	0.23354044614
chr3	44885668	44885868	peak2684	6.14631	TGM4	11163	0.388089226729
chr3	45110273	45110447	peak2685	6.36606	CDCP1	-36062	0.143348005536
chr3	45110273	45110447	peak2685	6.36606	CLEC3B	84094	0.0209889325838
chr3	45133938	45134151	peak2686	8.85287	TMEM158	-92278	0.0151293305302
chr3	45133938	45134151	peak2686	8.85287	CDCP1	-12378	0.369679080393
chr3	45167564	45167741	peak2687	5.82414	TMEM158	-58670	0.0580297191807
chr3	45167564	45167741	peak2687	5.82414	CDCP1	21230	0.259447735833
chr3	45509132	45509355	peak2688	10.43182	LARS2-AS1	-302	0.5992478461
chr3	45509132	45509355	peak2688	10.43182	LIMD1	-85587	0.0197721677372
chr3	45647192	45647451	peak2689	9.84347	LIMD1-AS1	-41561	0.115044070764
chr3	45647192	45647451	peak2689	9.84347	SACM1L	-41940	0.113313156134
chr3	45647192	45647451	peak2689	9.84347	LIMD1	52491	0.074300321516
chr3	45668034	45668369	peak2690	14.47794	LIMD1-AS1	-20681	0.265208226809
chr3	45668034	45668369	peak2690	14.47794	SACM1L	-21060	0.261217992488
chr3	45668034	45668369	peak2690	14.47794	LIMD1	73371	0.0322305667101
chr3	45916027	45916201	peak2691	7.65572	LZTFL1	73956	0.0314851271065
chr3	45916027	45916201	peak2691	7.65572	CCR9	29611	0.185548309921
chr3	45916027	45916201	peak2691	7.65572	LZTFL1	390	0.59714220179
chr3	45916027	45916201	peak2691	7.65572	FYCO1	-79710	0.0250119892268
chr3	45916027	45916201	peak2691	7.65572	CXCR6	-27366	0.202981588723
chr3	45972704	45972927	peak2692	4.02292	CCR9	86312	0.0192070092781
chr3	45972704	45972927	peak2692	4.02292	FYCO1	-23009	0.241627015512
chr3	45972704	45972927	peak2692	4.02292	LZTFL1	57091	0.061813097705
chr3	45972704	45972927	peak2692	4.02292	CXCR6	29335	0.187608112452
chr3	45972704	45972927	peak2692	4.02292	XCR1	-54672	0.0680930586366
chr3	45988867	45989119	peak2693	14.26319	FYCO1	-6831	0.46151533361
chr3	45988867	45989119	peak2693	14.26319	LZTFL1	73269	0.0323623360489
chr3	45988867	45989119	peak2693	14.26319	CXCR6	45513	0.0982224966241
chr3	45988867	45989119	peak2693	14.26319	XCR1	-38494	0.130059921514
chr3	46089291	46089587	peak2694	16.46915	FYCO1	93615	0.0143414691195
chr3	46089291	46089587	peak2694	16.46915	XCR1	61952	0.0508904497872
chr3	46406561	46406747	peak2695	7.47058	CCRL2	-575	0.592739658995
chr3	46406561	46406747	peak2695	7.47058	CCR2	52911	0.0730625029042
chr3	46406561	46406747	peak2695	7.47058	CCRL2	-903	0.585013707735
chr3	46406561	46406747	peak2695	7.47058	CCR5	36513	0.140785193583
chr3	46406561	46406747	peak2695	7.47058	RTP3	-91340	0.0157077666165
chr3	46406561	46406747	peak2695	7.47058	LTF	-57017	0.0619963355324
chr3	46406561	46406747	peak2695	7.47058	LTF	-58488	0.0584537170159
chr3	46406561	46406747	peak2695	7.47058	LOC102724297	-405	0.596784023933
chr3	46607023	46607217	peak2696	6.03304	ALS2CL	-70289	0.0364592529325
chr3	46607023	46607217	peak2696	6.03304	ALS2CL	-86536	0.0190356831622
chr3	46607023	46607217	peak2696	6.03304	TMIE	-94212	0.0140030516237
chr3	46607023	46607217	peak2696	6.03304	TDGF1	32566	0.164863074684
chr3	46607023	46607217	peak2696	6.03304	ALS2CL	-86584	0.0189991697146
chr3	46607023	46607217	peak2696	6.03304	LRRC2-AS1	49723	0.0829995577096
chr3	46607023	46607217	peak2696	6.03304	LRRC2	40570	0.119696010037
chr3	46607023	46607217	peak2696	6.03304	LOC100132146	-5314	0.490387197961
chr3	46607023	46607217	peak2696	6.03304	TDGF1	29535	0.186113235034
chr3	46903794	46903968	peak2697	6.63171	PTH1R	26136	0.213218034645
chr3	46903794	46903968	peak2697	6.63171	NBEAL2	-75801	0.0292451947749
chr3	46903794	46903968	peak2697	6.63171	PTH1R	21633	0.255298967246
chr3	46903794	46903968	peak2697	6.63171	CCDC12	-78129	0.0266448338219
chr3	46903794	46903968	peak2697	6.63171	PRSS42	69786	0.0372002424593
chr3	46903794	46903968	peak2697	6.63171	CCDC12	-72620	0.0332134621102
chr3	46903794	46903968	peak2697	6.63171	CCDC12	-72886	0.0328619442645
chr3	46903794	46903968	peak2697	6.63171	MYL3	40398	0.120522357963
chr3	46935549	46935766	peak2698	5.06189	PTH1R	57912	0.0598161253317
chr3	46935549	46935766	peak2698	5.06189	NBEAL2	-44025	0.104246186428
chr3	46935549	46935766	peak2698	5.06189	PTH1R	53409	0.0716214979058
chr3	46935549	46935766	peak2698	5.06189	CCDC12	-46353	0.0949770495739
chr3	46935549	46935766	peak2698	5.06189	CCDC12	-41110	0.117138298943
chr3	46935549	46935766	peak2698	5.06189	CCDC12	-40844	0.118391304613
chr3	46935549	46935766	peak2698	5.06189	NRADDP	-75884	0.0291482617261
chr3	46935549	46935766	peak2698	5.06189	MYL3	72174	0.0338113071964
chr3	46960213	46960387	peak2699	5.50166	NBEAL2	-19382	0.279352738503
chr3	46960213	46960387	peak2699	5.50166	PTH1R	78052	0.0267270264217
chr3	46960213	46960387	peak2699	5.50166	PTH1R	82555	0.0223216102557
chr3	46960213	46960387	peak2699	5.50166	CCDC12	-21710	0.254513856119
chr3	46960213	46960387	peak2699	5.50166	CCDC12	-16467	0.313900255871
chr3	46960213	46960387	peak2699	5.50166	NRADDP	-51241	0.0781097804612
chr3	46960213	46960387	peak2699	5.50166	CCDC12	-16201	0.31725798604
chr3	46960213	46960387	peak2699	5.50166	MYL3	96817	0.0126173806359
chr1	15788612	15788956	peak27	6.03723	FLJ37453	-59363	0.0564432257509
chr1	15788612	15788956	peak27	6.03723	FBLIM1	24286	0.22959463076
chr1	15788612	15788956	peak27	6.03723	TMEM82	46293	0.0952052682458
chr1	15788612	15788956	peak27	6.03723	MIR5096	-82364	0.022492800472
chr1	15788612	15788956	peak27	6.03723	SPEN	-59079	0.0570880766136
chr1	15788612	15788956	peak27	6.03723	FBLIM1	30025	0.18250093184
chr1	15788612	15788956	peak27	6.03723	SLC25A34	52471	0.0743597855557
chr1	15788612	15788956	peak27	6.03723	FBLIM1	23821	0.233905053556
chr1	15788612	15788956	peak27	6.03723	UQCRHL	-18915	0.28462009157
chr1	119435134	119435370	peak270	6.86792	HSD3B2	20322	0.269044092547
chr1	119435134	119435370	peak270	6.86792	HAO2	66477	0.0424647907224
chr1	119435134	119435370	peak270	6.86792	HSD3B1	-71950	0.0341156177844
chr1	119435134	119435370	peak270	6.86792	HAO2-IT1	66307	0.0427545353144
chr1	119435134	119435370	peak270	6.86792	HSD3B2	20133	0.271085773717
chr3	47266838	47267012	peak2700	8.30315	KIF9	-15922	0.320818415408
chr3	47266838	47267012	peak2700	8.30315	KLHL18	-15914	0.320921093728
chr3	47725705	47725892	peak2701	10.52476	SMARCC1	-56117	0.0642688636907
chr3	47725705	47725892	peak2701	10.52476	DHX30	-77110	0.0277533146244
chr3	48223197	48223485	peak2702	9.03214	MIR4443	26778	0.20781230219
chr3	48223197	48223485	peak2702	9.03214	NME6	-78017	0.0267644704634
chr3	48223197	48223485	peak2702	9.03214	CDC25A	35030	0.149389244526
chr3	48223197	48223485	peak2702	9.03214	ZNF589	-17764	0.298030335702
chr3	48223197	48223485	peak2702	9.03214	MIR2115	-93118	0.0146294303767
chr3	48223197	48223485	peak2702	9.03214	CAMP	-5	0.60640936571
chr3	48509146	48509320	peak2703	4.30222	PFKFB4	-47561	0.0904968713131
chr3	48509146	48509320	peak2703	4.30222	COL7A1	-85927	0.0195050865248
chr3	48509146	48509320	peak2703	4.30222	CCDC51	69114	0.0382137454331
chr3	48509146	48509320	peak2703	4.30222	UCN2	-54535	0.068467232899
chr3	48509146	48509320	peak2703	4.30222	SHISA5	5183	0.492963571081
chr3	48509146	48509320	peak2703	4.30222	SHISA5	4407	0.508505117312
chr3	48509146	48509320	peak2703	4.30222	MIR6823	-40788	0.118656798377
chr3	48509146	48509320	peak2703	4.30222	ATRIP	62524	0.0497392957168
chr3	48509146	48509320	peak2703	4.30222	MIR711	-69744	0.0372627913931
chr3	48509146	48509320	peak2703	4.30222	SHISA5	35900	0.144279916743
chr3	48509146	48509320	peak2703	4.30222	PLXNB1	79770	0.0249520324296
chr3	48509146	48509320	peak2703	4.30222	PLXNB1	79182	0.025545860273
chr3	48509146	48509320	peak2703	4.30222	SHISA5	4419	0.508261093426
chr3	48509146	48509320	peak2703	4.30222	SHISA5	4984	0.496903220108
chr3	48509146	48509320	peak2703	4.30222	TREX1	43714	0.105551108776
chr3	48509146	48509320	peak2703	4.30222	TMA7	68958	0.0384529447303
chr3	48509146	48509320	peak2703	4.30222	ATRIP	62141	0.0505071686151
chr3	48564133	48564307	peak2704	5.50166	COL7A1	-30940	0.175942155482
chr3	48564133	48564307	peak2704	5.50166	SLC26A6	-71273	0.0350520913382
chr3	48564133	48564307	peak2704	5.50166	SHISA5	60170	0.0546503314183
chr3	48564133	48564307	peak2704	5.50166	UCN2	452	0.595663123944
chr3	48564133	48564307	peak2704	5.50166	MIR6824	-69478	0.0376613842471
chr3	48564133	48564307	peak2704	5.50166	PFKFB4	7426	0.450660948215
chr3	48564133	48564307	peak2704	5.50166	SLC26A6	-69626	0.0374390875
chr3	48564133	48564307	peak2704	5.50166	SHISA5	90887	0.0159949856938
chr3	48564133	48564307	peak2704	5.50166	UQCRC1	-45445	0.0984900254893
chr3	48564133	48564307	peak2704	5.50166	SHISA5	59394	0.0563732795266
chr3	48564133	48564307	peak2704	5.50166	CELSR3	-98695	0.0117042881006
chr3	48564133	48564307	peak2704	5.50166	MIR711	-14757	0.336122366267
chr3	48564133	48564307	peak2704	5.50166	TMEM89	-57536	0.0607225591527
chr3	48564133	48564307	peak2704	5.50166	MIR6823	14199	0.343708969012
chr3	48564133	48564307	peak2704	5.50166	TREX1	98701	0.0117014794085
chr3	48564133	48564307	peak2704	5.50166	SHISA5	59971	0.0550870840256
chr3	48564133	48564307	peak2704	5.50166	SHISA5	59406	0.0563462268456
chr3	48564133	48564307	peak2704	5.50166	CELSR3-AS1	-99547	0.0113121263538
chr3	48564133	48564307	peak2704	5.50166	MIR4793	-80060	0.0246642611536
chr3	48595581	48595755	peak2705	5.37650	COL7A1	508	0.594330331831
chr3	48595581	48595755	peak2705	5.37650	PFKFB4	38874	0.128097959393
chr3	48595581	48595755	peak2705	5.37650	MIR6824	-38030	0.132496373996
chr3	48595581	48595755	peak2705	5.37650	SLC26A6	-39825	0.123316630446
chr3	48595581	48595755	peak2705	5.37650	UCN2	31900	0.169314050763
chr3	48595581	48595755	peak2705	5.37650	SHISA5	91618	0.0155340638291
chr3	48595581	48595755	peak2705	5.37650	SLC26A6	-38178	0.131714312647
chr3	48595581	48595755	peak2705	5.37650	TMEM89	-26088	0.213627806527
chr3	48595581	48595755	peak2705	5.37650	MIR711	16691	0.311100272237
chr3	48595581	48595755	peak2705	5.37650	CELSR3	-67247	0.04117681186
chr3	48595581	48595755	peak2705	5.37650	MIR6823	45647	0.0976974324712
chr3	48595581	48595755	peak2705	5.37650	UQCRC1	-13997	0.346497387522
chr3	48595581	48595755	peak2705	5.37650	SHISA5	90842	0.0160238025954
chr3	48595581	48595755	peak2705	5.37650	NCKIPSD	-90265	0.0163979328144
chr3	48595581	48595755	peak2705	5.37650	SHISA5	91419	0.0156582084171
chr3	48595581	48595755	peak2705	5.37650	SHISA5	90854	0.0160161130158
chr3	48595581	48595755	peak2705	5.37650	CELSR3-AS1	-68099	0.0397971490964
chr3	48595581	48595755	peak2705	5.37650	MIR4793	-48612	0.0867712442193
chr3	48748996	48749171	peak2706	4.40134	PRKAR2A-AS1	-98853	0.0116305502568
chr3	48748996	48749171	peak2706	4.40134	IP6K2	31805	0.169958668154
chr3	48748996	48749171	peak2706	4.40134	PRKAR2A	-98754	0.0116766985492
